seed,adapt_regime,probe_id,input_overlap,hidden_overlap,collapse_step,collapsed
5100,A19,45,0.9981740117073059,0.9941372871398926,35,1
5100,A19,46,0.9945902824401855,0.983394205570221,40,1
5100,A19,47,0.9010290503501892,0.9515836238861084,50,1
5100,A19,48,0.528965950012207,0.874184787273407,60,1
5100,A20,2,-0.7629849314689636,0.3699755370616913,5,1
5100,A20,3,-0.9861164093017578,0.3418048024177551,50,1
5100,A20,4,-0.9405578374862671,0.3186933398246765,301,0
5100,A20,5,-0.9727626442909241,0.3196507394313812,301,0
5100,A20,6,-0.8147087097167969,0.31632745265960693,301,0
5100,A20,10,-0.9861164093017578,0.3618679642677307,80,1
5100,A20,11,-0.9209667444229126,0.3292185366153717,301,0
5100,A20,12,-0.8147087097167969,0.32634246349334717,301,0
5100,A20,13,-0.45922037959098816,0.47579044103622437,301,0
5100,A20,17,-0.9861164093017578,0.36866429448127747,80,1
5100,A20,18,-0.8147087097167969,0.3348607122898102,301,0
5100,A20,19,0.1672317236661911,0.7005269527435303,60,1
5100,A20,20,0.06240337714552879,0.6633562445640564,60,1
5100,A20,25,0.2916511297225952,0.8126036524772644,50,1
5100,A20,26,0.29062873125076294,0.780621349811554,60,1
5100,A20,27,0.33834365010261536,0.7565685510635376,50,1
5100,A20,28,0.10928677022457123,0.6631300449371338,5,1
5100,A20,29,0.3979177474975586,0.7579324245452881,20,1
5100,A20,30,0.8147087097167969,0.9116632342338562,40,1
5100,A20,31,0.999779462814331,0.998798131942749,30,1
5100,A20,32,0.5798704624176025,0.9111521244049072,50,1
5100,A20,33,0.15818855166435242,0.7995015382766724,60,1
5100,A20,34,0.027393098920583725,0.754421591758728,80,1
5100,A20,35,0.45922037959098816,0.7829386591911316,30,1
5100,A20,36,0.8147087097167969,0.9123948812484741,50,1
5100,A20,37,0.9971445798873901,0.9942781925201416,35,1
5100,A20,38,0.9988375902175903,0.999670684337616,35,1
5100,A20,39,0.9661437273025513,0.988070547580719,40,1
5100,A20,40,0.5798704624176025,0.9125367999076843,50,1
5100,A20,41,0.003248576307669282,0.7885439395904541,80,1
5100,A20,42,0.8147087097167969,0.913933277130127,50,1
5100,A20,43,0.989727258682251,0.9805228114128113,50,1
5100,A20,44,0.9749829769134521,0.991947591304779,35,1
5100,A20,45,0.9999997019767761,0.9987486004829407,35,1
